Slant cell length,Cell thickness,Cell angle,Vertical cell length,Poisson's ratio
6,3,45,30,0.08214483
6,3.2,45,30,0.10081071
6,3.4,45,30,0.1210681
6,2,45,35,0.00131266
6,2.2,45,35,0.01284115
6,2.4,45,35,0.0251942
6,2.6,45,35,0.0380336
6,2.8,45,35,0.05246976
6,3,45,35,0.06695735
6,3.2,45,35,0.08244324
6,3.4,45,35,0.09766894
6,2,45,40,0.00356111
6,2.2,45,40,0.01226922
6,2.4,45,40,0.02198453
6,2.6,45,40,0.0327514
6,2.8,45,40,0.04443588
6,3,45,40,0.0564996
6,3.2,45,40,0.06934866
6,3.4,45,40,0.08263191
6,2,45,45,0.00416787
6,2.2,45,45,0.01240874
6,2.4,45,45,0.0195256
6,2.6,45,45,0.02869735
6,2.8,45,45,0.0387959
6,3,45,45,0.04914602
6,3.2,45,45,0.05962415
6,3.4,45,45,0.07066228
6,2,45,50,0.00570023
6,2.2,45,50,0.01213925
6,2.4,45,50,0.01835781
6,2.6,45,50,0.02605913
6,2.8,45,50,0.0339339
6,3,45,50,0.04333688
6,3.2,45,50,0.05254394
6,3.4,45,50,0.06199834
6,2,45,55,0.00751664
6,2.2,45,55,0.01096409
6,2.4,45,55,0.01721917
6,2.6,45,55,0.02371773
6,2.8,45,55,0.03117233
6,3,45,55,0.03836394
6,3.2,45,55,0.04712672
6,3.4,45,55,0.055343
6,2,45,60,0.00775139
6,2.2,45,60,0.01029255
6,2.4,45,60,0.01586785
6,2.6,45,60,0.02171751
6,2.8,45,60,0.02826401
6,3,45,60,0.0348831
6,3.2,45,60,0.04225614
6,3.4,45,60,0.04966937
6,2,45,65,0.01128336
6,2.2,45,65,0.0107953
6,2.4,45,65,0.01431172
6,2.6,45,65,0.0202465
6,2.8,45,65,0.02540047
6,3,45,65,0.03157209
6,3.2,45,65,0.03841577
6,3.4,45,65,0.0451734
6,2,45,70,0.02290564
6,2.2,45,70,0.01119698
6,2.4,45,70,0.01360007
6,2.6,45,70,0.01879313
6,2.8,45,70,0.02361605
6,3,45,70,0.02934793
6,3.2,45,70,0.03484165
6,3.4,45,70,0.04137459
6,2,45,75,0.02504694
6,2.2,45,75,0.01122841
6,2.4,45,75,0.01295318
6,2.6,45,75,0.01750888
6,2.8,45,75,0.02183779
6,3,45,75,0.02671276
6,3.2,45,75,0.03234708
6,3.4,45,75,0.03764003
6,2,45,80,0.02335416
6,2.2,45,80,0.01295955
6,2.4,45,80,0.01270858
6,2.6,45,80,0.01636746
6,2.8,45,80,0.02061406
6,3,45,80,0.02501665
6,3.2,45,80,0.02995495
6,3.4,45,80,0.03512687
6,2,50,30,0.00033736
6,2.2,50,30,0.01266432
6,2.4,50,30,0.02620715
6,2.6,50,30,0.03954169
6,2.8,50,30,0.05513021
6,3,50,30,0.07145783
6,3.2,50,30,0.08817536
6,3.4,50,30,0.10489342
6,2,50,35,0.0033075
6,2.2,50,35,0.01286637
6,2.4,50,35,0.02265659
6,2.6,50,35,0.03525952
6,2.8,50,35,0.04540023
6,3,50,35,0.05882008
6,3.2,50,35,0.07226131
6,3.4,50,35,0.08577057
6,2,50,40,0.00385809
6,2.2,50,40,0.01115965
6,2.4,50,40,0.01907172
6,2.6,50,40,0.02961582
6,2.8,50,40,0.03973811
6,3,50,40,0.04938419
6,3.2,50,40,0.06159184
6,3.4,50,40,0.07306754
6,2,50,45,0.00592746
6,2.2,50,45,0.01101712
6,2.4,50,45,0.01805579
6,2.6,50,45,0.02580063
6,2.8,50,45,0.03404901
6,3,50,45,0.04321613
6,3.2,50,45,0.05301324
6,3.4,50,45,0.06308182
6,2,50,50,0.00756562
6,2.2,50,50,0.01091529
6,2.4,50,50,0.01686381
6,2.6,50,50,0.02379452
6,2.8,50,50,0.03140933
6,3,50,50,0.03846225
6,3.2,50,50,0.04715781
6,3.4,50,50,0.05566911
6,2,50,55,0.00934606
6,2.2,50,55,0.01063348
6,2.4,50,55,0.01609268
6,2.6,50,55,0.02156406
6,2.8,50,55,0.02816604
6,3,50,55,0.03477935
6,3.2,50,55,0.04217307
6,3.4,50,55,0.049521
6,2,50,60,0.01029623
6,2.2,50,60,0.01165991
6,2.4,50,60,0.01503426
6,2.6,50,60,0.02011394
6,2.8,50,60,0.02561052
6,3,50,60,0.03136699
6,3.2,50,60,0.03817278
6,3.4,50,60,0.04475416
6,2,50,65,0.01583265
6,2.2,50,65,0.01131843
6,2.4,50,65,0.01415636
6,2.6,50,65,0.01912911
6,2.8,50,65,0.02341842
6,3,50,65,0.02852887
6,3.2,50,65,0.03469717
6,3.4,50,65,0.04055213
6,2,50,70,0.03298767
6,2.2,50,70,0.01178897
6,2.4,50,70,0.0131612
6,2.6,50,70,0.01721625
6,2.8,50,70,0.02193526
6,3,50,70,0.02649045
6,3.2,50,70,0.03174231
6,3.4,50,70,0.03741851
6,2,50,75,0.02826892
6,2.2,50,75,0.01248182
6,2.4,50,75,0.01273228
6,2.6,50,75,0.01627313
6,2.8,50,75,0.02015384
6,3,50,75,0.02449611
6,3.2,50,75,0.02957856
6,3.4,50,75,0.03445819
6,2,50,80,0.02600264
6,2.2,50,80,0.01397622
6,2.4,50,80,0.01290405
6,2.6,50,80,0.01558894
6,2.8,50,80,0.01947184
6,3,50,80,0.02308169
6,3.2,50,80,0.02744598
6,3.4,50,80,0.03191631
6,2,55,30,0.00843169
6,2.2,55,30,0.01651122
6,2.4,55,30,0.02838946
6,2.6,55,30,0.0396372
6,2.8,55,30,0.05228216
6,3,55,30,0.06624487
6,3.2,55,30,0.0810088
6,3.4,55,30,0.09603658
6,2,55,35,0.0087701
6,2.2,55,35,0.01552379
6,2.4,55,35,0.02319759
6,2.6,55,35,0.03403132
6,2.8,55,35,0.04378156
6,3,55,35,0.05488703
6,3.2,55,35,0.06733392
6,3.4,55,35,0.0789274
6,2,55,40,0.00892851
6,2.2,55,40,0.01458937
6,2.4,55,40,0.02128897
6,2.6,55,40,0.02875263
6,2.8,55,40,0.03734513
6,3,55,40,0.04694276
6,3.2,55,40,0.05743507
6,3.4,55,40,0.06747474
6,2,55,45,0.00918312
6,2.2,55,45,0.01372241
6,2.4,55,45,0.01908543
6,2.6,55,45,0.02579348
6,2.8,55,45,0.0331798
6,3,55,45,0.0412317
6,3.2,55,45,0.04995889
6,3.4,55,45,0.05884984
6,2,55,50,0.01159205
6,2.2,55,50,0.01288076
6,2.4,55,50,0.01841081
6,2.6,55,50,0.0241039
6,2.8,55,50,0.02980841
6,3,55,50,0.03693405
6,3.2,55,50,0.04424364
6,3.4,55,50,0.05183148
6,2,55,55,0.01324935
6,2.2,55,55,0.01255995
6,2.4,55,55,0.01720074
6,2.6,55,55,0.02191666
6,2.8,55,55,0.02745595
6,3,55,55,0.03285943
6,3.2,55,55,0.03979961
6,3.4,55,55,0.04652787
6,2,55,60,0.01378947
6,2.2,55,60,0.01322286
6,2.4,55,60,0.01607633
6,2.6,55,60,0.02020177
6,2.8,55,60,0.02467025
6,3,55,60,0.03019466
6,3.2,55,60,0.03599181
6,3.4,55,60,0.04184782
6,2,55,65,0.02567014
6,2.2,55,65,0.01381901
6,2.4,55,65,0.01469073
6,2.6,55,65,0.01894445
6,2.8,55,65,0.02268358
6,3,55,65,0.027595
6,3.2,55,65,0.03333035
6,3.4,55,65,0.03859918
6,2,55,70,0.03379074
6,2.2,55,70,0.01401934
6,2.4,55,70,0.01443935
6,2.6,55,70,0.01760042
6,2.8,55,70,0.02146376
6,3,55,70,0.02527912
6,3.2,55,70,0.03045472
6,3.4,55,70,0.03542273
6,2,55,75,0.0303347
6,2.2,55,75,0.01462078
6,2.4,55,75,0.01423132
6,2.6,55,75,0.01645791
6,2.8,55,75,0.01997164
6,3,55,75,0.02374805
6,3.2,55,75,0.02809816
6,3.4,55,75,0.03255505
6,2,55,80,0.02746197
6,2.2,55,80,0.01848272
6,2.4,55,80,0.01402801
6,2.6,55,80,0.01593689
6,2.8,55,80,0.0189782
6,3,55,80,0.02243676
6,3.2,55,80,0.02629582
6,3.4,55,80,0.03033522
6,2,60,30,0.01890463
6,2.2,60,30,0.02365651
6,2.4,60,30,0.03323166
6,2.6,60,30,0.04328515
6,2.8,60,30,0.05257022
6,3,60,30,0.06537798
6,3.2,60,30,0.07919759
6,3.4,60,30,0.09250345
6,2,60,35,0.01710379
6,2.2,60,35,0.02228024
6,2.4,60,35,0.02862062
6,2.6,60,35,0.03645149
6,2.8,60,35,0.04585962
6,3,60,35,0.05557629
6,3.2,60,35,0.06599969
6,3.4,60,35,0.076623
6,2,60,40,0.01609653
6,2.2,60,40,0.01998034
6,2.4,60,40,0.02491718
6,2.6,60,40,0.03180393
6,2.8,60,40,0.03923396
6,3,60,40,0.04713864
6,3.2,60,40,0.05663436
6,3.4,60,40,0.06603261
6,2,60,45,0.01519862
6,2.2,60,45,0.01864585
6,2.4,60,45,0.02333251
6,2.6,60,45,0.02799885
6,2.8,60,45,0.03502386
6,3,60,45,0.04158376
6,3.2,60,45,0.04943101
6,3.4,60,45,0.05759202
6,2,60,50,0.01619523
6,2.2,60,50,0.0175396
6,2.4,60,50,0.02158915
6,2.6,60,50,0.02521205
6,2.8,60,50,0.03133556
6,3,60,50,0.03714033
6,3.2,60,50,0.04406784
6,3.4,60,50,0.0507133
6,2,60,55,0.01705672
6,2.2,60,55,0.0161224
6,2.4,60,55,0.01997796
6,2.6,60,55,0.02380544
6,2.8,60,55,0.02813376
6,3,60,55,0.03328073
6,3.2,60,55,0.03957479
6,3.4,60,55,0.04533776
6,2,60,60,0.0163064
6,2.2,60,60,0.01587913
6,2.4,60,60,0.01808996
6,2.6,60,60,0.02176149
6,2.8,60,60,0.02549201
6,3,60,60,0.03051218
6,3.2,60,60,0.03575893
6,3.4,60,60,0.04135395
6,2,60,65,0.02016958
6,2.2,60,65,0.01653606
6,2.4,60,65,0.01681596
6,2.6,60,65,0.02033372
6,2.8,60,65,0.02417035
6,3,60,65,0.02802395
6,3.2,60,65,0.03264727
6,3.4,60,65,0.03774277
6,2,60,70,0.03148338
6,2.2,60,70,0.01604464
6,2.4,60,70,0.01590127
6,2.6,60,70,0.0188573
6,2.8,60,70,0.02232545
6,3,60,70,0.02623506
6,3.2,60,70,0.03012406
6,3.4,60,70,0.03457478
6,2,60,75,0.03048283
6,2.2,60,75,0.0154951
6,2.4,60,75,0.01548549
6,2.6,60,75,0.01774834
6,2.8,60,75,0.02097557
6,3,60,75,0.02429555
6,3.2,60,75,0.02802732
6,3.4,60,75,0.03215781
6,2,60,80,0.02800807
6,2.2,60,80,0.01977893
6,2.4,60,80,0.01550419
6,2.6,60,80,0.01685599
6,2.8,60,80,0.01974651
6,3,60,80,0.02259081
6,3.2,60,80,0.02635741
6,3.4,60,80,0.02974572
6,2,65,30,0.02948326
6,2.2,65,30,0.03368806
6,2.4,65,30,0.04068818
6,2.6,65,30,0.04995021
6,2.8,65,30,0.05969772
6,3,65,30,0.0697671
6,3.2,65,30,0.08109628
6,3.4,65,30,0.0941064
6,2,65,35,0.02630406
6,2.2,65,35,0.02937986
6,2.4,65,35,0.03527388
6,2.6,65,35,0.04207208
6,2.8,65,35,0.05039829
6,3,65,35,0.05875064
6,3.2,65,35,0.06825994
6,3.4,65,35,0.07813278
6,2,65,40,0.02362185
6,2.2,65,40,0.02717338
6,2.4,65,40,0.03074833
6,2.6,65,40,0.03658132
6,2.8,65,40,0.04320735
6,3,65,40,0.05070324
6,3.2,65,40,0.0583931
6,3.4,65,40,0.06744793
6,2,65,45,0.02154686
6,2.2,65,45,0.02420816
6,2.4,65,45,0.02762046
6,2.6,65,45,0.03220262
6,2.8,65,45,0.03829387
6,3,65,45,0.04492242
6,3.2,65,45,0.05116234
6,3.4,65,45,0.05871765
6,2,65,50,0.02073324
6,2.2,65,50,0.02238021
6,2.4,65,50,0.02526255
6,2.6,65,50,0.02882234
6,2.8,65,50,0.03431277
6,3,65,50,0.03959474
6,3.2,65,50,0.04525727
6,3.4,65,50,0.05203742
6,2,65,55,0.02041049
6,2.2,65,55,0.0204805
6,2.4,65,55,0.02293632
6,2.6,65,55,0.02653945
6,2.8,65,55,0.03110306
6,3,65,55,0.03553113
6,3.2,65,55,0.04104279
6,3.4,65,55,0.04669255
6,2,65,60,0.019942
6,2.2,65,60,0.01892238
6,2.4,65,60,0.02141263
6,2.6,65,60,0.02466194
6,2.8,65,60,0.02842626
6,3,65,60,0.03229478
6,3.2,65,60,0.03733775
6,3.4,65,60,0.04238837
6,2,65,65,0.01877687
6,2.2,65,65,0.01834559
6,2.4,65,65,0.01989369
6,2.6,65,65,0.02289843
6,2.8,65,65,0.02598924
6,3,65,65,0.02985557
6,3.2,65,65,0.03420529
6,3.4,65,65,0.03868424
6,2,65,70,0.02312528
6,2.2,65,70,0.01773732
6,2.4,65,70,0.01863909
6,2.6,65,70,0.02130178
6,2.8,65,70,0.02435357
6,3,65,70,0.02757934
6,3.2,65,70,0.03149726
6,3.4,65,70,0.03578176
6,2,65,75,0.02918096
6,2.2,65,75,0.01737777
6,2.4,65,75,0.01758346
6,2.6,65,75,0.01985246
6,2.8,65,75,0.02274382
6,3,65,75,0.02590029
6,3.2,65,75,0.02918633
6,3.4,65,75,0.03287187
6,2,65,80,0.02680756
6,2.2,65,80,0.01672352
6,2.4,65,80,0.01676012
6,2.6,65,80,0.01863795
6,2.8,65,80,0.02130428
6,3,65,80,0.02400063
6,3.2,65,80,0.02720861
6,3.4,65,80,0.03072504
8,2,30,35,-0.03378536
8,2.2,30,35,-0.00998205
8,2.4,30,35,0.01421912
8,2.6,30,35,0.03916914
8,2.8,30,35,0.06209169
8,3,30,35,0.08587879
8,3.2,30,35,0.112034
8,3.4,30,35,0.13915318
8,2,30,40,-0.02607121
8,2.2,30,40,-0.00662874
8,2.4,30,40,0.0127268
8,2.6,30,40,0.03206882
8,2.8,30,40,0.05191262
8,3,30,40,0.07134737
8,3.2,30,40,0.09246867
8,3.4,30,40,0.11405191
8,2,30,45,-0.02155556
8,2.2,30,45,-0.00492666
8,2.4,30,45,0.01200459
8,2.6,30,45,0.02801153
8,2.8,30,45,0.04424709
8,3,30,45,0.06043699
8,3.2,30,45,0.0777333
8,3.4,30,45,0.09548691
8,2,30,50,-0.01752788
8,2.2,30,50,-0.00296553
8,2.4,30,50,0.01083065
8,2.6,30,50,0.02471529
8,2.8,30,50,0.03870838
8,3,30,50,0.05294836
8,3.2,30,50,0.06700572
8,3.4,30,50,0.08244612
8,2,30,55,-0.0135706
8,2.2,30,55,-0.00186893
8,2.4,30,55,0.01042457
8,2.6,30,55,0.02171503
8,2.8,30,55,0.03402183
8,3,30,55,0.04622927
8,3.2,30,55,0.05911165
8,3.4,30,55,0.07198978
8,2,30,60,-0.01062162
8,2.2,30,60,-0.00108325
8,2.4,30,60,0.00994262
8,2.6,30,60,0.020594
8,2.8,30,60,0.03058398
8,3,30,60,0.04140934
8,3.2,30,60,0.05215646
8,3.4,30,60,0.0641152
8,2,30,65,-0.00704854
8,2.2,30,65,0.00027629
8,2.4,30,65,0.00896005
8,2.6,30,65,0.01889388
8,2.8,30,65,0.02796166
8,3,30,65,0.03691723
8,3.2,30,65,0.04740541
8,3.4,30,65,0.05725459
8,2,30,70,-0.00401256
8,2.2,30,70,0.0013493
8,2.4,30,70,0.00890635
8,2.6,30,70,0.01748398
8,2.8,30,70,0.02526365
8,3,30,70,0.03400559
8,3.2,30,70,0.043057
8,3.4,30,70,0.05186407
8,2,30,75,-0.00107101
8,2.2,30,75,0.00239846
8,2.4,30,75,0.00842763
8,2.6,30,75,0.01601902
8,2.8,30,75,0.02331707
8,3,30,75,0.03115641
8,3.2,30,75,0.03927113
8,3.4,30,75,0.04740519
8,2,30,80,0.00149216
8,2.2,30,80,0.00309372
8,2.4,30,80,0.00825082
8,2.6,30,80,0.01478749
8,2.8,30,80,0.02144825
8,3,30,80,0.02879869
8,3.2,30,80,0.03606662
8,3.4,30,80,0.0436604
8,2,35,35,-0.06414233
8,2.2,35,35,-0.04097324
8,2.4,35,35,-0.02024551
8,2.6,35,35,0.00347335
8,2.8,35,35,0.02444127
8,3,35,35,0.0464081
8,3.2,35,35,0.06818176
8,3.4,35,35,0.09144957
8,2,35,40,-0.05170966
8,2.2,35,40,-0.03370695
8,2.4,35,40,-0.01433982
8,2.6,35,40,0.00281223
8,2.8,35,40,0.02121116
8,3,35,40,0.03865712
8,3.2,35,40,0.05761223
8,3.4,35,40,0.07565201
8,2,35,45,-0.04423645
8,2.2,35,45,-0.02721629
8,2.4,35,45,-0.0118618
8,2.6,35,45,0.00386316
8,2.8,35,45,0.01894765
8,3,35,45,0.03404285
8,3.2,35,45,0.04938893
8,3.4,35,45,0.06495717
8,2,35,50,-0.0374643
8,2.2,35,50,-0.02309623
8,2.4,35,50,-0.00834175
8,2.6,35,50,0.00444242
8,2.8,35,50,0.01665972
8,3,35,50,0.0302814
8,3.2,35,50,0.04299103
8,3.4,35,50,0.0564739
8,2,35,55,-0.02995704
8,2.2,35,55,-0.01948677
8,2.4,35,55,-0.00697837
8,2.6,35,55,0.00482319
8,2.8,35,55,0.01551055
8,3,35,55,0.0267735
8,3.2,35,55,0.03801054
8,3.4,35,55,0.04993418
8,2,35,60,-0.02420137
8,2.2,35,60,-0.01509241
8,2.4,35,60,-0.00530006
8,2.6,35,60,0.00499826
8,2.8,35,60,0.01442749
8,3,35,60,0.02399934
8,3.2,35,60,0.03444531
8,3.4,35,60,0.04468147
8,2,35,65,-0.01902043
8,2.2,35,65,-0.01228669
8,2.4,35,65,-0.00438112
8,2.6,35,65,0.0049843
8,2.8,35,65,0.01375855
8,3,35,65,0.02228352
8,3.2,35,65,0.03137749
8,3.4,35,65,0.04027655
8,2,35,70,-0.01602171
8,2.2,35,70,-0.00891892
8,2.4,35,70,-0.00307422
8,2.6,35,70,0.00498676
8,2.8,35,70,0.01281045
8,3,35,70,0.02053799
8,3.2,35,70,0.02879684
8,3.4,35,70,0.03676683
8,2,35,75,-0.00858138
8,2.2,35,75,-0.00594933
8,2.4,35,75,-0.00134957
8,2.6,35,75,0.00488013
8,2.8,35,75,0.01223814
8,3,35,75,0.01952555
8,3.2,35,75,0.02633228
8,3.4,35,75,0.03393311
8,2,35,80,0.01296734
8,2.2,35,80,-0.00524869
8,2.4,35,80,-0.00021408
8,2.6,35,80,0.00524893
8,2.8,35,80,0.01161437
8,3,35,80,0.0179264
8,3.2,35,80,0.02461825
8,3.4,35,80,0.03126345
8,2,40,35,-0.08521684
8,2.2,40,35,-0.06355255
8,2.4,40,35,-0.04272664
8,2.6,40,35,-0.02194405
8,2.8,40,35,-0.00099597
8,3,40,35,0.0192705
8,3.2,40,35,0.03814355
8,3.4,40,35,0.05904589
8,2,40,40,-0.0710578
8,2.2,40,40,-0.05096757
8,2.4,40,40,-0.03391862
8,2.6,40,40,-0.01682223
8,2.8,40,40,-0.00031597
8,3,40,40,0.01598822
8,3.2,40,40,0.03282066
8,3.4,40,40,0.04903869
8,2,40,45,-0.05878517
8,2.2,40,45,-0.04339394
8,2.4,40,45,-0.02783251
8,2.6,40,45,-0.01340075
8,2.8,40,45,0.00091187
8,3,40,45,0.01478638
8,3.2,40,45,0.02828801
8,3.4,40,45,0.04235071
8,2,40,50,-0.05046826
8,2.2,40,50,-0.03610813
8,2.4,40,50,-0.02289112
8,2.6,40,50,-0.0102791
8,2.8,40,50,0.00131159
8,3,40,50,0.01292962
8,3.2,40,50,0.0253543
8,3.4,40,50,0.03749498
8,2,40,55,-0.04006254
8,2.2,40,55,-0.03028455
8,2.4,40,55,-0.01947709
8,2.6,40,55,-0.00864829
8,2.8,40,55,0.00228723
8,3,40,55,0.01239136
8,3.2,40,55,0.02286455
8,3.4,40,55,0.03342357
8,2,40,60,-0.03249808
8,2.2,40,60,-0.02489341
8,2.4,40,60,-0.0167717
8,2.6,40,60,-0.0064263
8,2.8,40,60,0.00256121
8,3,40,60,0.01166406
8,3.2,40,60,0.02103099
8,3.4,40,60,0.03033966
8,2,40,65,-0.02633207
8,2.2,40,65,-0.01964319
8,2.4,40,65,-0.01403365
8,2.6,40,65,-0.00523672
8,2.8,40,65,0.00315882
8,3,40,65,0.01151294
8,3.2,40,65,0.01927983
8,3.4,40,65,0.0278172
8,2,40,70,-0.02000107
8,2.2,40,70,-0.01550417
8,2.4,40,70,-0.01116106
8,2.6,40,70,-0.00419458
8,2.8,40,70,0.00332018
8,3,40,70,0.01079486
8,3.2,40,70,0.01803594
8,3.4,40,70,0.02562719
8,2,40,75,-0.0022551
8,2.2,40,75,-0.01277755
8,2.4,40,75,-0.00849785
8,2.6,40,75,-0.00319376
8,2.8,40,75,0.00357208
8,3,40,75,0.01073741
8,3.2,40,75,0.01677796
8,3.4,40,75,0.02376453
8,2,40,80,0.02153282
8,2.2,40,80,-0.00427261
8,2.4,40,80,-0.00645459
8,2.6,40,80,-0.00134507
8,2.8,40,80,0.00400303
8,3,40,80,0.01004255
8,3.2,40,80,0.01610983
8,3.4,40,80,0.02220217
8,2,45,35,-0.09435664
8,2.2,45,35,-0.07320106
8,2.4,45,35,-0.05507778
8,2.6,45,35,-0.03635122
8,2.8,45,35,-0.01790383
8,3,45,35,0.00063212
8,3.2,45,35,0.01942286
8,3.4,45,35,0.03732383
8,2,45,40,-0.0784959
8,2.2,45,40,-0.06099442
8,2.4,45,40,-0.04435831
8,2.6,45,40,-0.02871199
8,2.8,45,40,-0.01397612
8,3,45,40,0.00163129
8,3.2,45,40,0.01681215
8,3.4,45,40,0.03178655
8,2,45,45,-0.06594373
8,2.2,45,45,-0.05050325
8,2.4,45,45,-0.0363616
8,2.6,45,45,-0.02349582
8,2.8,45,45,-0.01041608
8,3,45,45,0.00184767
8,3.2,45,45,0.01524273
8,3.4,45,45,0.02793892
8,2,45,50,-0.0529837
8,2.2,45,50,-0.04351793
8,2.4,45,50,-0.03060098
8,2.6,45,50,-0.01899881
8,2.8,45,50,-0.00816959
8,3,45,50,0.00274567
8,3.2,45,50,0.01379728
8,3.4,45,50,0.0248631
8,2,45,55,-0.04227506
8,2.2,45,55,-0.03547517
8,2.4,45,55,-0.02602325
8,2.6,45,55,-0.01578523
8,2.8,45,55,-0.0057574
8,3,45,55,0.00326967
8,3.2,45,55,0.01294859
8,3.4,45,55,0.02272119
8,2,45,60,-0.03356389
8,2.2,45,60,-0.02721598
8,2.4,45,60,-0.02245835
8,2.6,45,60,-0.013569
8,2.8,45,60,-0.00454681
8,3,45,60,0.00416277
8,3.2,45,60,0.01213571
8,3.4,45,60,0.02078006
8,2,45,65,-0.02606461
8,2.2,45,65,-0.02260029
8,2.4,45,65,-0.01866497
8,2.6,45,65,-0.01116922
8,2.8,45,65,-0.00334392
8,3,45,65,0.00453453
8,3.2,45,65,0.01169203
8,3.4,45,65,0.01919624
8,2,45,70,-0.01529568
8,2.2,45,70,-0.01809633
8,2.4,45,70,-0.01435303
8,2.6,45,70,-0.00954032
8,2.8,45,70,-0.00256118
8,3,45,70,0.00451756
8,3.2,45,70,0.01127541
8,3.4,45,70,0.01797903
8,2,45,75,0.02243236
8,2.2,45,75,-0.01271194
8,2.4,45,75,-0.01177665
8,2.6,45,75,-0.00705174
8,2.8,45,75,-0.00161065
8,3,45,75,0.0048784
8,3.2,45,75,0.01110652
8,3.4,45,75,0.01691333
8,2,45,80,0.04273631
8,2.2,45,80,-0.0041488
8,2.4,45,80,-0.00880459
8,2.6,45,80,-0.00479766
8,2.8,45,80,-0.00070378
8,3,45,80,0.00502978
8,3.2,45,80,0.01051714
8,3.4,45,80,0.01608667
8,2,50,35,-0.08624586
8,2.2,50,35,-0.07071657
8,2.4,50,35,-0.05388986
8,2.6,50,35,-0.03922624
8,2.8,50,35,-0.02307064
8,3,50,35,-0.00664207
8,3.2,50,35,0.00984911
8,3.4,50,35,0.02552281
8,2,50,40,-0.07212109
8,2.2,50,40,-0.05801638
8,2.4,50,40,-0.04380545
8,2.6,50,40,-0.03074768
8,2.8,50,40,-0.0185926
8,3,50,40,-0.00398046
8,3.2,50,40,0.00936565
8,3.4,50,40,0.02302396
8,2,50,45,-0.05802125
8,2.2,50,45,-0.04836692
8,2.4,50,45,-0.03591948
8,2.6,50,45,-0.02492232
8,2.8,50,45,-0.0141764
8,3,50,45,-0.00332582
8,3.2,50,45,0.0085286
8,3.4,50,45,0.01962694
8,2,50,50,-0.0439452
8,2.2,50,50,-0.04054348
8,2.4,50,50,-0.03018187
8,2.6,50,50,-0.02131565
8,2.8,50,50,-0.01142195
8,3,50,50,-0.00182943
8,3.2,50,50,0.00860799
8,3.4,50,50,0.01816695
8,2,50,55,-0.03331462
8,2.2,50,55,-0.03148483
8,2.4,50,55,-0.02597022
8,2.6,50,55,-0.01735925
8,2.8,50,55,-0.00936007
8,3,50,55,-0.00026623
8,3.2,50,55,0.00828023
8,3.4,50,55,0.0169388
8,2,50,60,-0.02640035
8,2.2,50,60,-0.02412556
8,2.4,50,60,-0.02194505
8,2.6,50,60,-0.01440983
8,2.8,50,60,-0.00688234
8,3,50,60,0.00095415
8,3.2,50,60,0.00811002
8,3.4,50,60,0.01589168
8,2,50,65,-0.01541918
8,2.2,50,65,-0.01862372
8,2.4,50,65,-0.01703327
8,2.6,50,65,-0.01225352
8,2.8,50,65,-0.00535606
8,3,50,65,0.00167669
8,3.2,50,65,0.00810786
8,3.4,50,65,0.01454578
8,2,50,70,0.02740886
8,2.2,50,70,-0.01330103
8,2.4,50,70,-0.0130994
8,2.6,50,70,-0.00975196
8,2.8,50,70,-0.004283
8,3,50,70,0.00181491
8,3.2,50,70,0.00834494
8,3.4,50,70,0.01408891
8,2,50,75,0.05297801
8,2.2,50,75,-0.00367776
8,2.4,50,75,-0.00917205
8,2.6,50,75,-0.00692161
8,2.8,50,75,-0.00319068
8,3,50,75,0.00222599
8,3.2,50,75,0.00799627
8,3.4,50,75,0.01364209
8,2,50,80,0.05163774
8,2.2,50,80,0.02586255
8,2.4,50,80,-0.00628527
8,2.6,50,80,-0.00466415
8,2.8,50,80,-0.001896
8,3,50,80,0.00285909
8,3.2,50,80,0.0080754
8,3.4,50,80,0.013142
8,2,55,35,-0.06197763
8,2.2,55,35,-0.05252018
8,2.4,55,35,-0.04290181
8,2.6,55,35,-0.03041493
8,2.8,55,35,-0.01842978
8,3,55,35,-0.00468137
8,3.2,55,35,0.00999946
8,3.4,55,35,0.0233845
8,2,55,40,-0.05053602
8,2.2,55,40,-0.04298791
8,2.4,55,40,-0.03375569
8,2.6,55,40,-0.02359289
8,2.8,55,40,-0.01369117
8,3,55,40,-0.00277233
8,3.2,55,40,0.00828556
8,3.4,55,40,0.02023104
8,2,55,45,-0.03937949
8,2.2,55,45,-0.03528669
8,2.4,55,45,-0.02708598
8,2.6,55,45,-0.01903078
8,2.8,55,45,-0.01073242
8,3,55,45,-0.0015664
8,3.2,55,45,0.00853875
8,3.4,55,45,0.01925606
8,2,55,50,-0.02639755
8,2.2,55,50,-0.02860288
8,2.4,55,50,-0.02320119
8,2.6,55,50,-0.01583361
8,2.8,55,50,-0.00784502
8,3,55,50,0.00026983
8,3.2,55,50,0.0079873
8,3.4,55,50,0.01726665
8,2,55,55,-0.0191004
8,2.2,55,55,-0.01999446
8,2.4,55,55,-0.01861732
8,2.6,55,55,-0.01247067
8,2.8,55,55,-0.00588049
8,3,55,55,0.00109734
8,3.2,55,55,0.0080465
8,3.4,55,55,0.0157278
8,2,55,60,-0.01107605
8,2.2,55,60,-0.01393039
8,2.4,55,60,-0.01535629
8,2.6,55,60,-0.01045493
8,2.8,55,60,-0.00422264
8,3,55,60,0.00197448
8,3.2,55,60,0.00834631
8,3.4,55,60,0.01436305
8,2,55,65,0.02475815
8,2.2,55,65,-0.00796959
8,2.4,55,65,-0.01041071
8,2.6,55,65,-0.00806658
