Slant cell length,Cell thickness,Cell angle,Vertical cell length,Poisson's ratio
12,3.2,80,45,0.04000535
12,3.4,80,45,0.04330542
14,2,80,45,0.01913471
14,2.2,80,45,0.01976873
14,2.4,80,45,0.01798045
14,2.6,80,45,0.01778321
14,2.8,80,45,0.01918639
14,3,80,45,0.02204972
14,3.2,80,45,0.02434497
14,3.4,80,45,0.02731978
16,2,80,45,0.0113843
16,2.2,80,45,0.00893815
16,2.4,80,45,0.00563651
16,2.6,80,45,0.00537829
16,2.8,80,45,0.00516336
16,3,80,45,0.00520343
16,3.2,80,45,0.00680594
16,3.4,80,45,0.00862242
18,2,80,45,-0.00045779
18,2.2,80,45,-0.00344124
18,2.4,80,45,-0.00578503
18,2.6,80,45,-0.01051246
18,2.8,80,45,-0.01214533
18,3,80,45,-0.01177927
18,3.2,80,45,-0.01387092
18,3.4,80,45,-0.01318133
20,2,80,45,-0.01248432
20,2.2,80,45,-0.01656545
20,2.4,80,45,-0.02263283
20,2.6,80,45,-0.0279597
20,2.8,80,45,-0.03129971
20,3,80,45,-0.0329612
20,3.2,80,45,-0.03527828
20,3.4,80,45,-0.03640864
4,2,80,50,0.02892473
4,2.2,80,50,0.03274924
4,2.4,80,50,0.03703161
4,2.6,80,50,0.0413199
4,2.8,80,50,0.0457602
4,3,80,50,0.05070136
4,3.2,80,50,0.05596647
4,3.4,80,50,0.06113934
6,2,80,50,0.03145223
6,2.2,80,50,0.0347904
6,2.4,80,50,0.03856162
6,2.6,80,50,0.04244417
6,2.8,80,50,0.04691517
6,3,80,50,0.05178972
6,3.2,80,50,0.05688369
6,3.4,80,50,0.06175341
8,2,80,50,0.03104526
8,2.2,80,50,0.03388959
8,2.4,80,50,0.03668498
8,2.6,80,50,0.03987952
8,2.8,80,50,0.04429793
8,3,80,50,0.04860869
8,3.2,80,50,0.05312546
8,3.4,80,50,0.05787183
10,2,80,50,0.02979977
10,2.2,80,50,0.03137411
10,2.4,80,50,0.03251424
10,2.6,80,50,0.0351983
10,2.8,80,50,0.03838845
10,3,80,50,0.04195487
10,3.2,80,50,0.04586641
10,3.4,80,50,0.05012061
12,2,80,50,0.02415181
12,2.2,80,50,0.02497747
12,2.4,80,50,0.02544287
12,2.6,80,50,0.02749884
12,2.8,80,50,0.02959709
12,3,80,50,0.03202278
12,3.2,80,50,0.03589417
12,3.4,80,50,0.03906455
14,2,80,50,0.0180385
14,2.2,80,50,0.01892124
14,2.4,80,50,0.01587156
14,2.6,80,50,0.01732926
14,2.8,80,50,0.01806572
14,3,80,50,0.02038674
14,3.2,80,50,0.02207745
14,3.4,80,50,0.02575158
16,2,80,50,0.0115085
16,2.2,80,50,0.00857717
16,2.4,80,50,0.00698905
16,2.6,80,50,0.00590368
16,2.8,80,50,0.00470053
16,3,80,50,0.00532889
16,3.2,80,50,0.00637021
16,3.4,80,50,0.00821704
18,2,80,50,0.00085774
18,2.2,80,50,-0.00238825
18,2.4,80,50,-0.00775796
18,2.6,80,50,-0.00809732
18,2.8,80,50,-0.00935628
18,3,80,50,-0.00996798
18,3.2,80,50,-0.01174339
18,3.4,80,50,-0.01093709
20,2,80,50,-0.00978774
20,2.2,80,50,-0.01490208
20,2.4,80,50,-0.0228923
20,2.6,80,50,-0.02112787
20,2.8,80,50,-0.02662367
20,3,80,50,-0.02825929
20,3.2,80,50,-0.03103206
20,3.4,80,50,-0.03153837
4,2,80,55,0.02583572
4,2.2,80,55,0.0293308
4,2.4,80,55,0.0332608
4,2.6,80,55,0.03696923
4,2.8,80,55,0.04087705
4,3,80,55,0.04555191
4,3.2,80,55,0.04994955
4,3.4,80,55,0.05462003
6,2,80,55,0.02849731
6,2.2,80,55,0.03142018
6,2.4,80,55,0.03478572
6,2.6,80,55,0.0383654
6,2.8,80,55,0.04217282
6,3,80,55,0.04641003
6,3.2,80,55,0.05100951
6,3.4,80,55,0.05561022
8,2,80,55,0.02818192
8,2.2,80,55,0.03103548
8,2.4,80,55,0.03357534
8,2.6,80,55,0.03655749
8,2.8,80,55,0.04013427
8,3,80,55,0.04369691
8,3.2,80,55,0.04806529
8,3.4,80,55,0.0522572
10,2,80,55,0.02676746
10,2.2,80,55,0.02820564
10,2.4,80,55,0.02961931
10,2.6,80,55,0.03194726
10,2.8,80,55,0.03507626
10,3,80,55,0.03817898
10,3.2,80,55,0.04148056
10,3.4,80,55,0.04537573
12,2,80,55,0.02345859
12,2.2,80,55,0.02375258
12,2.4,80,55,0.02380661
12,2.6,80,55,0.02556208
12,2.8,80,55,0.02754858
12,3,80,55,0.0297668
12,3.2,80,55,0.03233129
12,3.4,80,55,0.03556147
14,2,80,55,0.01832277
14,2.2,80,55,0.01756857
14,2.4,80,55,0.01641874
14,2.6,80,55,0.01601253
14,2.8,80,55,0.01742598
14,3,80,55,0.01841916
14,3.2,80,55,0.02163865
14,3.4,80,55,0.0226068
16,2,80,55,0.01113175
16,2.2,80,55,0.01030699
16,2.4,80,55,0.00738687
16,2.6,80,55,0.00479911
16,2.8,80,55,0.00506797
16,3,80,55,0.00548658
16,3.2,80,55,0.00648715
16,3.4,80,55,0.00831603
18,2,80,55,0.002051
18,2.2,80,55,-0.00114258
18,2.4,80,55,-0.00362578
18,2.6,80,55,-0.00703726
18,2.8,80,55,-0.00738213
18,3,80,55,-0.00838111
18,3.2,80,55,-0.01017669
18,3.4,80,55,-0.00946164
20,2,80,55,-0.0075536
20,2.2,80,55,-0.01021104
20,2.4,80,55,-0.01617524
20,2.6,80,55,-0.02164789
20,2.8,80,55,-0.02100571
20,3,80,55,-0.02497469
20,3.2,80,55,-0.02676169
20,3.4,80,55,-0.02769381
4,2,80,60,0.02344667
4,2.2,80,60,0.0266082
4,2.4,80,60,0.02996138
4,2.6,80,60,0.03349602
4,2.8,80,60,0.03688176
4,3,80,60,0.04112101
4,3.2,80,60,0.04514051
4,3.4,80,60,0.049283
6,2,80,60,0.0258729
6,2.2,80,60,0.02853193
6,2.4,80,60,0.0316583
6,2.6,80,60,0.03494489
6,2.8,80,60,0.03814208
6,3,80,60,0.04215876
6,3.2,80,60,0.04629089
6,3.4,80,60,0.0502008
8,2,80,60,0.02602708
8,2.2,80,60,0.0285911
8,2.4,80,60,0.03032242
8,2.6,80,60,0.03289432
8,2.8,80,60,0.03661745
8,3,80,60,0.03979157
8,3.2,80,60,0.043748
8,3.4,80,60,0.04758138
10,2,80,60,0.0249618
10,2.2,80,60,0.02615425
10,2.4,80,60,0.02767858
10,2.6,80,60,0.02947223
10,2.8,80,60,0.03176764
10,3,80,60,0.03504118
10,3.2,80,60,0.03814278
10,3.4,80,60,0.04154176
12,2,80,60,0.02129212
12,2.2,80,60,0.02275001
12,2.4,80,60,0.02269558
12,2.6,80,60,0.02393103
12,2.8,80,60,0.0256031
12,3,80,60,0.02797658
12,3.2,80,60,0.02982014
12,3.4,80,60,0.03246929
14,2,80,60,0.01739191
14,2.2,80,60,0.01711776
14,2.4,80,60,0.01630656
14,2.6,80,60,0.01646172
14,2.8,80,60,0.01670536
14,3,80,60,0.01845501
14,3.2,80,60,0.01881589
14,3.4,80,60,0.02182313
16,2,80,60,0.01196994
16,2.2,80,60,0.01041229
16,2.4,80,60,0.00818527
16,2.6,80,60,0.00729784
16,2.8,80,60,0.00555589
16,3,80,60,0.00590484
16,3.2,80,60,0.00730927
16,3.4,80,60,0.00753658
18,2,80,60,0.0030801
18,2.2,80,60,0.00132884
18,2.4,80,60,-0.00228694
18,2.6,80,60,-0.00365571
18,2.8,80,60,-0.00659554
18,3,80,60,-0.00678385
18,3.2,80,60,-0.00828108
18,3.4,80,60,-0.00837032
20,2,80,60,-0.00564293
20,2.2,80,60,-0.00764032
20,2.4,80,60,-0.01324121
20,2.6,80,60,-0.01691992
20,2.8,80,60,-0.01982333
20,3,80,60,-0.02189707
20,3.2,80,60,-0.0238076
20,3.4,80,60,-0.02459464
4,2,80,65,0.02143812
4,2.2,80,65,0.02426249
4,2.4,80,65,0.02718856
4,2.6,80,65,0.03057496
4,2.8,80,65,0.03387016
4,3,80,65,0.03724892
4,3.2,80,65,0.0412105
4,3.4,80,65,0.04490736
6,2,80,65,0.02379564
6,2.2,80,65,0.02593308
6,2.4,80,65,0.02893086
6,2.6,80,65,0.03195162
6,2.8,80,65,0.03507199
6,3,80,65,0.03872407
6,3.2,80,65,0.04233756
6,3.4,80,65,0.04591768
8,2,80,65,0.02440803
8,2.2,80,65,0.02643113
8,2.4,80,65,0.02833135
8,2.6,80,65,0.03071318
8,2.8,80,65,0.0335485
8,3,80,65,0.03671341
8,3.2,80,65,0.03999422
8,3.4,80,65,0.04355939
10,2,80,65,0.02434075
10,2.2,80,65,0.0246716
10,2.4,80,65,0.02591988
10,2.6,80,65,0.02751907
10,2.8,80,65,0.02942819
10,3,80,65,0.03228733
10,3.2,80,65,0.03488227
10,3.4,80,65,0.03824885
12,2,80,65,0.02204953
12,2.2,80,65,0.02078359
12,2.4,80,65,0.02123039
12,2.6,80,65,0.02272645
12,2.8,80,65,0.02370839
12,3,80,65,0.02562429
12,3.2,80,65,0.02757307
12,3.4,80,65,0.03020667
14,2,80,65,0.01976634
14,2.2,80,65,0.01697126
14,2.4,80,65,0.01561914
14,2.6,80,65,0.01593554
14,2.8,80,65,0.0164523
14,3,80,65,0.01715143
14,3.2,80,65,0.01808544
14,3.4,80,65,0.0198144
16,2,80,65,0.01579292
16,2.2,80,65,0.01080104
16,2.4,80,65,0.0075553
16,2.6,80,65,0.00760236
16,2.8,80,65,0.00703645
16,3,80,65,0.00655309
16,3.2,80,65,0.00684012
16,3.4,80,65,0.00722697
18,2,80,65,0.00698142
18,2.2,80,65,0.00196339
18,2.4,80,65,-0.00138287
18,2.6,80,65,-0.00232934
18,2.8,80,65,-0.00379932
18,3,80,65,-0.0047466
18,3.2,80,65,-0.00707905
18,3.4,80,65,-0.00708706
20,2,80,65,-0.00112527
20,2.2,80,65,-0.00559639
20,2.4,80,65,-0.01152528
20,2.6,80,65,-0.01382944
20,2.8,80,65,-0.01587627
20,3,80,65,-0.01865975
20,3.2,80,65,-0.02107115
20,3.4,80,65,-0.0223069
4,2,80,70,0.01962449
4,2.2,80,70,0.02224347
4,2.4,80,70,0.02510308
4,2.6,80,70,0.02804354
4,2.8,80,70,0.03117284
4,3,80,70,0.03426144
4,3.2,80,70,0.03779071
4,3.4,80,70,0.04122384
6,2,80,70,0.02203097
6,2.2,80,70,0.02396685
6,2.4,80,70,0.0268716
6,2.6,80,70,0.02959477
6,2.8,80,70,0.03251287
6,3,80,70,0.03555779
6,3.2,80,70,0.03905575
6,3.4,80,70,0.04226557
8,2,80,70,0.02271264
8,2.2,80,70,0.02461761
8,2.4,80,70,0.02630872
8,2.6,80,70,0.02851353
8,2.8,80,70,0.03123741
8,3,80,70,0.03404319
8,3.2,80,70,0.03717027
8,3.4,80,70,0.04029177
10,2,80,70,0.02328683
10,2.2,80,70,0.02304267
10,2.4,80,70,0.02432459
10,2.6,80,70,0.02582079
10,2.8,80,70,0.02756265
10,3,80,70,0.02988797
10,3.2,80,70,0.03253816
10,3.4,80,70,0.03551432
12,2,80,70,0.02264466
12,2.2,80,70,0.02078982
12,2.4,80,70,0.02043758
12,2.6,80,70,0.02163468
12,2.8,80,70,0.02252176
12,3,80,70,0.02405398
12,3.2,80,70,0.02589888
12,3.4,80,70,0.02819637
14,2,80,70,0.02174497
14,2.2,80,70,0.01672065
14,2.4,80,70,0.0150708
14,2.6,80,70,0.01496481
14,2.8,80,70,0.01594319
14,3,80,70,0.0171414
14,3.2,80,70,0.01744036
14,3.4,80,70,0.01892711
16,2,80,70,0.01950124
16,2.2,80,70,0.01080172
16,2.4,80,70,0.00831416
16,2.6,80,70,0.00756655
16,2.8,80,70,0.00781555
16,3,80,70,0.00714748
16,3.2,80,70,0.00663375
16,3.4,80,70,0.00774954
18,2,80,70,0.0148266
18,2.2,80,70,0.00394222
18,2.4,80,70,-0.00039238
18,2.6,80,70,-0.00104836
18,2.8,80,70,-0.00255724
18,3,80,70,-0.00340835
18,3.2,80,70,-0.00564796
18,3.4,80,70,-0.00571205
20,2,80,70,0.00705518
20,2.2,80,70,-0.00505625
20,2.4,80,70,-0.00987097
20,2.6,80,70,-0.01180432
20,2.8,80,70,-0.01379192
20,3,80,70,-0.01543346
20,3.2,80,70,-0.01796035
20,3.4,80,70,-0.01988943
4,2,80,75,0.01826104
4,2.2,80,75,0.02050634
4,2.4,80,75,0.02297347
4,2.6,80,75,0.0257471
4,2.8,80,75,0.02866345
4,3,80,75,0.0317218
4,3.2,80,75,0.03477971
4,3.4,80,75,0.03793653
6,2,80,75,0.02042128
6,2.2,80,75,0.02246083
6,2.4,80,75,0.02464677
6,2.6,80,75,0.027327
6,2.8,80,75,0.03012464
6,3,80,75,0.03293744
6,3.2,80,75,0.03602358
6,3.4,80,75,0.03915821
8,2,80,75,0.02149294
8,2.2,80,75,0.02287469
8,2.4,80,75,0.02431829
8,2.6,80,75,0.02670038
8,2.8,80,75,0.02867407
8,3,80,75,0.03163422
8,3.2,80,75,0.03434526
8,3.4,80,75,0.03737737
10,2,80,75,0.0231886
10,2.2,80,75,0.02188152
10,2.4,80,75,0.0226798
10,2.6,80,75,0.02443439
10,2.8,80,75,0.02592497
10,3,80,75,0.02810818
10,3.2,80,75,0.03038621
10,3.4,80,75,0.0330889
12,2,80,75,0.02276875
12,2.2,80,75,0.02023419
12,2.4,80,75,0.01921368
12,2.6,80,75,0.02040228
12,2.8,80,75,0.02133644
12,3,80,75,0.02284647
12,3.2,80,75,0.02440687
12,3.4,80,75,0.02629201
14,2,80,75,0.02226948
14,2.2,80,75,0.01868385
14,2.4,80,75,0.01506055
14,2.6,80,75,0.01538445
14,2.8,80,75,0.01571048
14,3,80,75,0.01604148
14,3.2,80,75,0.01666598
14,3.4,80,75,0.01794709
16,2,80,75,0.02155686
16,2.2,80,75,0.01328471
16,2.4,80,75,0.00887513
16,2.6,80,75,0.00821647
16,2.8,80,75,0.00753204
16,3,80,75,0.00739142
16,3.2,80,75,0.00684362
16,3.4,80,75,0.00743863
18,2,80,75,0.01828875
18,2.2,80,75,0.0083668
18,2.4,80,75,0.00065899
18,2.6,80,75,-0.00019307
18,2.8,80,75,-0.00138806
18,3,80,75,-0.00205053
18,3.2,80,75,-0.00441704
18,3.4,80,75,-0.00415352
20,2,80,75,0.014461
20,2.2,80,75,-0.00047213
20,2.4,80,75,-0.00795405
20,2.6,80,75,-0.00991785
20,2.8,80,75,-0.01271714
20,3,80,75,-0.01357227
20,3.2,80,75,-0.01730599
20,3.4,80,75,-0.01749576
4,2,80,80,0.01686561
4,2.2,80,80,0.01905937
4,2.4,80,80,0.02149977
4,2.6,80,80,0.02396675
4,2.8,80,80,0.02640918
4,3,80,80,0.02937029
4,3.2,80,80,0.03223351
4,3.4,80,80,0.03515576
6,2,80,80,0.01915623
6,2.2,80,80,0.02094483
6,2.4,80,80,0.02320415
6,2.6,80,80,0.0253637
6,2.8,80,80,0.0277612
6,3,80,80,0.03055094
6,3.2,80,80,0.03359383
6,3.4,80,80,0.03634951
8,2,80,80,0.02018311
8,2.2,80,80,0.02139043
8,2.4,80,80,0.02292337
8,2.6,80,80,0.02449502
8,2.8,80,80,0.02703155
8,3,80,80,0.02947892
8,3.2,80,80,0.03217056
8,3.4,80,80,0.03489775
10,2,80,80,0.02229362
10,2.2,80,80,0.02112955
10,2.4,80,80,0.02164383
10,2.6,80,80,0.02303567
10,2.8,80,80,0.0246512
10,3,80,80,0.02651988
10,3.2,80,80,0.02847247
10,3.4,80,80,0.03099744
12,2,80,80,0.02223136
12,2.2,80,80,0.02066192
12,2.4,80,80,0.01861807
12,2.6,80,80,0.01947306
12,2.8,80,80,0.02039083
12,3,80,80,0.02156012
12,3.2,80,80,0.02310826
12,3.4,80,80,0.02502592
14,2,80,80,0.02162562
14,2.2,80,80,0.01956352
14,2.4,80,80,0.01390827
14,2.6,80,80,0.01474982
14,2.8,80,80,0.01543567
14,3,80,80,0.01558035
14,3.2,80,80,0.01618433
14,3.4,80,80,0.01724949
16,2,80,80,0.021061
16,2.2,80,80,0.01734728
16,2.4,80,80,0.00932582
16,2.6,80,80,0.00852486
16,2.8,80,80,0.00764771
16,3,80,80,0.00748287
16,3.2,80,80,0.00780681
16,3.4,80,80,0.0076513
18,2,80,80,0.01820599
18,2.2,80,80,0.0136299
18,2.4,80,80,0.00214465
18,2.6,80,80,0.0002085
18,2.8,80,80,-0.00077533
18,3,80,80,-0.00121651
18,3.2,80,80,-0.0024934
18,3.4,80,80,-0.0034199
20,2,80,80,0.01557049
20,2.2,80,80,0.00614226
20,2.4,80,80,-0.00673535
20,2.6,80,80,-0.00855455
20,2.8,80,80,-0.01011129
20,3,80,80,-0.01200373
20,3.2,80,80,-0.01411964
20,3.4,80,80,-0.01627516
4,2,85,25,0.06600934
4,2.2,85,25,0.07495224
4,2.4,85,25,0.08398865
4,2.6,85,25,0.09476867
4,2.8,85,25,0.10498383
4,3,85,25,0.11582802
4,3.2,85,25,0.12660795
4,3.4,85,25,0.13814103
6,2,85,25,0.0734228
6,2.2,85,25,0.08194506
6,2.4,85,25,0.09108742
6,2.6,85,25,0.10131101
6,2.8,85,25,0.11153635
6,3,85,25,0.12266469
6,3.2,85,25,0.13376509
6,3.4,85,25,0.14524672
8,2,85,25,0.07657217
8,2.2,85,25,0.08474036
8,2.4,85,25,0.09273389
8,2.6,85,25,0.1026212
8,2.8,85,25,0.11282232
8,3,85,25,0.12333919
8,3.2,85,25,0.13395316
8,3.4,85,25,0.14535048
10,2,85,25,0.07594927
10,2.2,85,25,0.0832886
10,2.4,85,25,0.09198775
10,2.6,85,25,0.10018495
10,2.8,85,25,0.10982142
10,3,85,25,0.12018984
10,3.2,85,25,0.13075557
10,3.4,85,25,0.14084568
12,2,85,25,0.07390498
12,2.2,85,25,0.0799798
12,2.4,85,25,0.08714122
12,2.6,85,25,0.09556172
12,2.8,85,25,0.10471132
12,3,85,25,0.11390184
12,3.2,85,25,0.12333786
12,3.4,85,25,0.13336322
14,2,85,25,0.0687231
14,2.2,85,25,0.07500535
14,2.4,85,25,0.08165226
14,2.6,85,25,0.08920038
14,2.8,85,25,0.09699491
14,3,85,25,0.10533408
14,3.2,85,25,0.11410803
14,3.4,85,25,0.12329495
16,2,85,25,0.06310097
16,2.2,85,25,0.06921518
16,2.4,85,25,0.07472057
16,2.6,85,25,0.08056046
16,2.8,85,25,0.08740752
16,3,85,25,0.09534631
16,3.2,85,25,0.10296325
16,3.4,85,25,0.11103488
18,2,85,25,0.05636426
18,2.2,85,25,0.06129062
18,2.4,85,25,0.06654042
18,2.6,85,25,0.07161213
18,2.8,85,25,0.07767718
18,3,85,25,0.08315008
18,3.2,85,25,0.08929397
18,3.4,85,25,0.09674684
20,2,85,25,0.05045418
20,2.2,85,25,0.05205923
20,2.4,85,25,0.05605374
20,2.6,85,25,0.06056346
20,2.8,85,25,0.06638693
20,3,85,25,0.07089061
20,3.2,85,25,0.07410998
20,3.4,85,25,0.08029589
4,2,85,30,0.05321895
4,2.2,85,30,0.06095356
4,2.4,85,30,0.06829522
4,2.6,85,30,0.07631875
4,2.8,85,30,0.08497676
4,3,85,30,0.09333602
4,3.2,85,30,0.10237745
4,3.4,85,30,0.11192935
6,2,85,30,0.0595257
6,2.2,85,30,0.06668786
6,2.4,85,30,0.07463982
6,2.6,85,30,0.08229665
6,2.8,85,30,0.09066167
6,3,85,30,0.09939842
6,3.2,85,30,0.10840879
6,3.4,85,30,0.11763726
8,2,85,30,0.06286786
8,2.2,85,30,0.06905963
8,2.4,85,30,0.07641974
8,2.6,85,30,0.08388663
8,2.8,85,30,0.09203989
8,3,85,30,0.10021614
8,3.2,85,30,0.10896295
8,3.4,85,30,0.1183577
10,2,85,30,0.06279312
10,2.2,85,30,0.06826442
10,2.4,85,30,0.07501721
10,2.6,85,30,0.08228893
10,2.8,85,30,0.09001358
10,3,85,30,0.09762441
10,3.2,85,30,0.10578115
10,3.4,85,30,0.11502435
12,2,85,30,0.06104724
12,2.2,85,30,0.06523104
12,2.4,85,30,0.072046
12,2.6,85,30,0.07837371
12,2.8,85,30,0.08543538
12,3,85,30,0.09255367
12,3.2,85,30,0.10058254
12,3.4,85,30,0.10894012
14,2,85,30,0.05598195
14,2.2,85,30,0.06177069
14,2.4,85,30,0.0671313
14,2.6,85,30,0.07299412
14,2.8,85,30,0.07947748
14,3,85,30,0.08632348
14,3.2,85,30,0.09293593
14,3.4,85,30,0.10043775
16,2,85,30,0.05187703
16,2.2,85,30,0.05701595
16,2.4,85,30,0.06158085
16,2.6,85,30,0.0666787
16,2.8,85,30,0.07204238
16,3,85,30,0.07773871
16,3.2,85,30,0.08346238
16,3.4,85,30,0.09033501
18,2,85,30,0.04642737
18,2.2,85,30,0.05079865
18,2.4,85,30,0.05484503
18,2.6,85,30,0.05964072
18,2.8,85,30,0.06341154
18,3,85,30,0.06783006
18,3.2,85,30,0.07281471
18,3.4,85,30,0.07890845
20,2,85,30,0.04174991
20,2.2,85,30,0.04413244
20,2.4,85,30,0.04651672
20,2.6,85,30,0.05052211
20,2.8,85,30,0.0543909
20,3,85,30,0.05728305
20,3.2,85,30,0.06082172
20,3.4,85,30,0.06541493
4,2,85,35,0.04508064
4,2.2,85,35,0.05104481
4,2.4,85,35,0.0576051
4,2.6,85,35,0.06434615
4,2.8,85,35,0.07101661
4,3,85,35,0.07811286
4,3.2,85,35,0.08557747
4,3.4,85,35,0.09327554
6,2,85,35,0.05069859
6,2.2,85,35,0.05649509
6,2.4,85,35,0.06296661
6,2.6,85,35,0.06917803
6,2.8,85,35,0.07627475
6,3,85,35,0.08334082
6,3.2,85,35,0.09099035
6,3.4,85,35,0.09871321
8,2,85,35,0.05319892
8,2.2,85,35,0.05858128
8,2.4,85,35,0.06450478
8,2.6,85,35,0.07081927
8,2.8,85,35,0.07750549
8,3,85,35,0.0848022
8,3.2,85,35,0.09181788
8,3.4,85,35,0.09950529
10,2,85,35,0.05338881
10,2.2,85,35,0.05819292
10,2.4,85,35,0.06363695
10,2.6,85,35,0.06966664
10,2.8,85,35,0.07629173
10,3,85,35,0.08275995
10,3.2,85,35,0.08938787
10,3.4,85,35,0.09684726
12,2,85,35,0.05201052
12,2.2,85,35,0.05578759
12,2.4,85,35,0.06114819
12,2.6,85,35,0.06645153
12,2.8,85,35,0.07242689
12,3,85,35,0.07891152
12,3.2,85,35,0.08506911
12,3.4,85,35,0.09148051
14,2,85,35,0.04833014
14,2.2,85,35,0.05234562
14,2.4,85,35,0.05702845
14,2.6,85,35,0.06250858
14,2.8,85,35,0.06719973
14,3,85,35,0.07298494
14,3.2,85,35,0.07866354
14,3.4,85,35,0.08466737
16,2,85,35,0.0446633
16,2.2,85,35,0.04804491
16,2.4,85,35,0.05198801
16,2.6,85,35,0.05681798
16,2.8,85,35,0.0610919
16,3,85,35,0.06608212
16,3.2,85,35,0.07062441
16,3.4,85,35,0.07611917
18,2,85,35,0.0395707
18,2.2,85,35,0.04322465
18,2.4,85,35,0.04639229
18,2.6,85,35,0.05129314
18,2.8,85,35,0.05324039
18,3,85,35,0.05754616
18,3.2,85,35,0.06205342
18,3.4,85,35,0.06669289
20,2,85,35,0.03569371
20,2.2,85,35,0.03717338
20,2.4,85,35,0.03932157
20,2.6,85,35,0.04231774
20,2.8,85,35,0.04553842
20,3,85,35,0.0487787
20,3.2,85,35,0.05167505
20,3.4,85,35,0.05543605
4,2,85,40,0.03866817
4,2.2,85,40,0.04406231
4,2.4,85,40,0.04965245
4,2.6,85,40,0.05470797
4,2.8,85,40,0.0608907
4,3,85,40,0.06701039
4,3.2,85,40,0.0733161
4,3.4,85,40,0.08004371
6,2,85,40,0.04344915
6,2.2,85,40,0.04887893
6,2.4,85,40,0.05437819
6,2.6,85,40,0.06001887
6,2.8,85,40,0.0657085
6,3,85,40,0.0718361
6,3.2,85,40,0.07823147
6,3.4,85,40,0.0849898
8,2,85,40,0.04628238
8,2.2,85,40,0.05076135
8,2.4,85,40,0.0559653
8,2.6,85,40,0.06144725
8,2.8,85,40,0.06694947
8,3,85,40,0.07287336
8,3.2,85,40,0.07920737
8,3.4,85,40,0.08584258
10,2,85,40,0.04665995
10,2.2,85,40,0.05038754
10,2.4,85,40,0.05509544
10,2.6,85,40,0.06055606
10,2.8,85,40,0.06565112
10,3,85,40,0.07150155
10,3.2,85,40,0.07735653
10,3.4,85,40,0.08379538
12,2,85,40,0.04531156
12,2.2,85,40,0.04857647
12,2.4,85,40,0.05330824
12,2.6,85,40,0.0578815
12,2.8,85,40,0.06286668
12,3,85,40,0.06811785
12,3.2,85,40,0.07389214
12,3.4,85,40,0.07954314
14,2,85,40,0.04218722
14,2.2,85,40,0.04581699
14,2.4,85,40,0.04995966
14,2.6,85,40,0.05398504
14,2.8,85,40,0.05849609
14,3,85,40,0.06339982
14,3.2,85,40,0.06830586
14,3.4,85,40,0.07352481
16,2,85,40,0.03884226
16,2.2,85,40,0.04244167
16,2.4,85,40,0.04595955
16,2.6,85,40,0.0493241
16,2.8,85,40,0.0531383
16,3,85,40,0.05742573
16,3.2,85,40,0.06151563
16,3.4,85,40,0.06616636
18,2,85,40,0.03464637
18,2.2,85,40,0.03824891
18,2.4,85,40,0.04044009
18,2.6,85,40,0.04405822
18,2.8,85,40,0.04676424
18,3,85,40,0.04997797
18,3.2,85,40,0.05376108
18,3.4,85,40,0.05750785
20,2,85,40,0.03136247
20,2.2,85,40,0.03296372
20,2.4,85,40,0.03473527
20,2.6,85,40,0.03738101
20,2.8,85,40,0.0405673
20,3,85,40,0.04291872
20,3.2,85,40,0.04482543
20,3.4,85,40,0.04773104
4,2,85,45,0.03394103
4,2.2,85,45,0.03854631
4,2.4,85,45,0.0429522
4,2.6,85,45,0.04810381
4,2.8,85,45,0.05300553
4,3,85,45,0.05846723
4,3.2,85,45,0.06404775
4,3.4,85,45,0.06952241
6,2,85,45,0.03846187
6,2.2,85,45,0.04287472
6,2.4,85,45,0.04743178
6,2.6,85,45,0.05261774
6,2.8,85,45,0.05748102
6,3,85,45,0.06296964
6,3.2,85,45,0.06855132
6,3.4,85,45,0.07431853
8,2,85,45,0.04079348
8,2.2,85,45,0.04480769
8,2.4,85,45,0.04911743
8,2.6,85,45,0.05390753
8,2.8,85,45,0.05891408
8,3,85,45,0.06418629
8,3.2,85,45,0.06974909
8,3.4,85,45,0.07544458
10,2,85,45,0.04103716
10,2.2,85,45,0.04497804
10,2.4,85,45,0.04887208
10,2.6,85,45,0.05356611
10,2.8,85,45,0.05819097
10,3,85,45,0.0631394
10,3.2,85,45,0.0680833
10,3.4,85,45,0.07380628
12,2,85,45,0.04010006
12,2.2,85,45,0.0434134
12,2.4,85,45,0.04714285
12,2.6,85,45,0.0512492
12,2.8,85,45,0.05573127
12,3,85,45,0.06023366
12,3.2,85,45,0.06487791
12,3.4,85,45,0.07001201
14,2,85,45,0.03760457
14,2.2,85,45,0.0407383
14,2.4,85,45,0.04434945
14,2.6,85,45,0.04785788
14,2.8,85,45,0.05184087
14,3,85,45,0.0559122
14,3.2,85,45,0.05999951
14,3.4,85,45,0.06482467
16,2,85,45,0.03474246
16,2.2,85,45,0.03715441
16,2.4,85,45,0.04051765
16,2.6,85,45,0.04336326
16,2.8,85,45,0.04671044
16,3,85,45,0.0506372
16,3.2,85,45,0.05407106
16,3.4,85,45,0.05846982
18,2,85,45,0.03107944
18,2.2,85,45,0.0344704
18,2.4,85,45,0.03650712
18,2.6,85,45,0.0388292
18,2.8,85,45,0.04100309
18,3,85,45,0.04430097
18,3.2,85,45,0.04741294
18,3.4,85,45,0.05116274
20,2,85,45,0.02818802
20,2.2,85,45,0.0292563
20,2.4,85,45,0.03086077
20,2.6,85,45,0.03340924
